[SHIFT]
01/01/2018 02:00, 1
01/01/2018 12:00, 1
01/01/2018 18:00, -4

[DATA]
01/01/2018 00:00, 642.0
01/01/2018 01:00, 154.3
01/01/2018 02:00, 137.0
01/01/2018 03:00, 765.8
01/01/2018 04:00, 227.9
01/01/2018 05:00, 881.0
01/01/2018 06:00, 904.3
01/01/2018 07:00, 773.8
01/01/2018 08:00, 312.0
01/01/2018 09:00, 44.7
01/01/2018 10:00, 267.8
01/01/2018 11:00, 743.4
01/01/2018 12:00, 137.1
01/01/2018 13:00, 72.4
01/01/2018 14:00, 703.4
01/01/2018 15:00, 661.7
01/01/2018 16:00, 673.6
01/01/2018 17:00, 30.7
01/01/2018 18:00, 590.7
01/01/2018 19:00, 959.6
01/01/2018 20:00, 549.0
01/01/2018 21:00, 965.9
01/01/2018 22:00, 975.3
01/01/2018 23:00, 960.1
