[SHIFTS]
01/01/2000 14:00, -3
01/01/2000 20:00, 25
04/01/2000 01:00, -10
04/01/2000 02:00, 3
04/01/2000 04:00, -1

[DATA]
01/01/2000 00:00,64.4
01/01/2000 01:00,841.6
01/01/2000 02:00,162.6
01/01/2000 03:00,402.3
01/01/2000 04:00,104.3
01/01/2000 05:00,704.4
01/01/2000 06:00,743.2
01/01/2000 07:00,278.1
01/01/2000 08:00,991.5
01/01/2000 09:00,816.1
01/01/2000 10:00,999.6
01/01/2000 11:00,195.7
01/01/2000 12:00,868.3
01/01/2000 13:00,2.7
01/01/2000 14:00,912.0
01/01/2000 15:00,472.8
01/01/2000 16:00,122.6
01/01/2000 17:00,35.1
01/01/2000 18:00,277.6
01/01/2000 19:00,292.3
01/01/2000 20:00,359.7
01/01/2000 21:00,88.9
01/01/2000 22:00,106.7
01/01/2000 23:00,75.4
02/01/2000 00:00,329.2
02/01/2000 01:00,441.2
02/01/2000 02:00,903.2
02/01/2000 03:00,834.5
02/01/2000 04:00,739.9
02/01/2000 05:00,587.6
02/01/2000 06:00,208.8
02/01/2000 07:00,115.0
02/01/2000 08:00,74.0
02/01/2000 09:00,522.6
02/01/2000 10:00,524.2
02/01/2000 11:00,839.1
02/01/2000 12:00,755.6
02/01/2000 13:00,701.2
02/01/2000 14:00,968.3
02/01/2000 15:00,43.4
02/01/2000 16:00,540.2
02/01/2000 17:00,446.9
02/01/2000 18:00,801.7
02/01/2000 19:00,749.4
02/01/2000 20:00,613.3
02/01/2000 21:00,633.0
02/01/2000 22:00,469.6
02/01/2000 23:00,491.4
03/01/2000 00:00,304.6
03/01/2000 01:00,802.0
03/01/2000 02:00,469.3
03/01/2000 03:00,71.3
03/01/2000 04:00,986.0
03/01/2000 05:00,749.9
03/01/2000 06:00,143.2
03/01/2000 07:00,518.5
03/01/2000 08:00,10.5
03/01/2000 09:00,7.7
03/01/2000 10:00,428.2
03/01/2000 11:00,909.6
03/01/2000 12:00,227.1
03/01/2000 13:00,678.3
03/01/2000 14:00,638.2
03/01/2000 15:00,995.8
03/01/2000 16:00,930.1
03/01/2000 17:00,927.7
03/01/2000 18:00,922.8
03/01/2000 19:00,397.3
03/01/2000 20:00,513.8
03/01/2000 21:00,759.9
03/01/2000 22:00,740.4
03/01/2000 23:00,139.0
04/01/2000 00:00,86.8
04/01/2000 01:00,565.2
04/01/2000 02:00,799.0
04/01/2000 03:00,410.5
04/01/2000 04:00,350.1
04/01/2000 05:00,984.9
04/01/2000 06:00,821.0
04/01/2000 07:00,22.9
04/01/2000 08:00,203.5
04/01/2000 09:00,664.4
04/01/2000 10:00,787.1
04/01/2000 11:00,709.6
04/01/2000 12:00,487.9
04/01/2000 13:00,725.5
04/01/2000 14:00,622.2
04/01/2000 15:00,989.5
04/01/2000 16:00,76.6
04/01/2000 17:00,992.8
04/01/2000 18:00,254.4
04/01/2000 19:00,257.7
04/01/2000 20:00,242.2
04/01/2000 21:00,480.3
04/01/2000 22:00,941.4
04/01/2000 23:00,193.8
05/01/2000 00:00,927.3
05/01/2000 01:00,930.6
05/01/2000 02:00,742.5
05/01/2000 03:00,100.1
05/01/2000 04:00,3.6
05/01/2000 05:00,6.6
05/01/2000 06:00,8.8
05/01/2000 07:00,6.3
05/01/2000 08:00,1.7
05/01/2000 09:00,4.7
05/01/2000 10:00,9.7
05/01/2000 11:00,3.0
05/01/2000 12:00,8.6
05/01/2000 13:00,2.1
05/01/2000 14:00,6.1
05/01/2000 15:00,3.3
05/01/2000 16:00,1.7
05/01/2000 17:00,6.9
05/01/2000 18:00,5.3
05/01/2000 19:00,9.7
05/01/2000 20:00,6.9
05/01/2000 21:00,1.1
05/01/2000 22:00,4.8
05/01/2000 23:00,7.5
06/01/2000 00:00,9.9
06/01/2000 01:00,2.7
06/01/2000 02:00,0.4
